,MSD,form,eng_gloss,gitksan_gloss,morph,paradigm_i
1085,ROOT,haxwdekw,INS-shoot,ha-xwdekw,ha-xwdekw,787
1086,ROOT;3.II,haxwdekwt,INS-shoot-3.II,ha-xwdekw-3.II,ha-xwdekw-t,787
963,ROOT,sit'aa,CAUS1-sit,si-t'aa,si-t'aa,695
966,ROOT;PL;3PL.II,siwendiit,CAUS1-sit.PL-3PL.II,si-wen.PL-3PL.II,si-wen-diit,695
529,ROOT;3.II,K'aKt,open-3.II,K'aK-3.II,k̲'ak̲-t,224
528,ROOT,K'aK,open,K'aK,k̲'ak̲,224
505,ROOT;PL;3PL.II,gigi'ydiit,PL~look.for-3PL.II,PL~gi'y-3PL.II,CV~gi'y-diit,210
503,ROOT,gi'y,look.for,gi'y,gi'y,210
319,ROOT,mo'on,salt,mo'on,mo'on,112
320,ROOT;3.II,mo'ont,salt-3.II,mo'on-3.II,mo'on-t,112
1111,ROOT,ksibaXin,out-run-CAUS2,ksi-baX-in,ksi-bax̲-in,829
1112,ROOT;3PL.II,ksibahandiit,out-run-CAUS2-3PL.II,ksi-baX-in-3PL.II,ksi-bax̲-in-diit,829
523,ROOT;SX,gwile'lt,three-SX,gwile'l-SX,gwile'l-it,219
522,ROOT,gwile'l,three,gwile'l,gwile'l,219
636,ROOT,t'ehl,be.INAN,t'ehl,t'ehl,313
637,ROOT;3.II,t'et,be.INAN-3.II,t'ehl-3.II,t'ehl-t,313
367,ROOT;1SG.II,gudets'i'y,jacket-1SG.II,gwidats'-1SG.II,gudets'-'y,143
366,ROOT,gudets',jacket,gwidats',gudets',143
259,ROOT;PL;3.II,sekst,leave.PL-3.II,seks.PL-3.II,seks-t,82
254,ROOT;PL,saks,leave.PL,seks.PL,saks,82
253,ROOT,daa'whl,leave,daa'whl,daa'whl,82
256,ROOT;3.II,daa'whlt,leave-3.II,daa'whl-3.II,daa'whl-t,82
684,ROOT;3.II,hlept,deep-3.II,hlep-3.II,hlep-t,352
683,ROOT,hlep,deep,hlep,hlep,352
937,ROOT;3.II,hliguut,relative-3.II,hliguu-3.II,hliguu-t,670
936,ROOT,hliguu,relative,hliguu,hliguu,670
1274,ROOT;1SG.II,guts'uusgi'y,small.II-small.II-1SG.II,hlgu-hlgu-ts'uusk-ts'uusk-1SG.II,hlgu-ts'uusk-'y,1019
1273,ROOT,hlguhlguts'uuskts'uus,small.II-small.II,hlgu-hlgu-ts'uusk-ts'uus,hlgu-hlgu-ts'uusk-ts'uusk,1019
27,ROOT;2SG.II,sdik'eegwin,sibling-2SG.II,sdik'eekw-2SG.II,sdik'eekw-n,6
25,ROOT,sdik'eekw,siblin,sdik'eekw,sdik'eekw,6
422,ROOT;3.II,laaGalt,examine-3.II,laaGal-3.II,laag̲al-t,167
421,ROOT,laaGal,examine,laaGal,laag̲al,167
1141,ROOT;SX,ehldit'aat,all.night-sit-SX,ehldi-t'aa-SX,ehldi-t'aa-it,868
1140,ROOT,ehldit'aa,all.night-sit,ehldi-t'aa,ehldi-t'aa,868
510,ROOT;3.II,gupt,eat-3.II,yooK-3.II,gup-t,213
511,ROOT;TR;3.II,gubit,eat-TR-3.II,yooK-TR-3.II,gup-i-t,213
508,ROOT,yooK,eat,yooK,yook̲,213
693,ROOT,Ganaa'w,fro,Ganaa'w,g̲anaa'w,360
694,ROOT;3.II,Ganaa'wt,frog-3.II,Ganaa'w-3.II,g̲anaa'w-t,360
1277,ROOT;3PL.II,ayawaatxwdiit,shout-cry.I-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit,1023
1276,ROOT;3.II,ayawaatxwt,shout-cry.I-3.II,aya-waatxw-3.II,aya-waatxw-t,1023
837,ROOT;TR;1SG.II,Xa'nii'y,hear.I-TR-1SG.II,Xa'ni-TR-1SG.II,x̲a'ni-i-'y,565
836,ROOT;3.II,Xa'nit,hear.I-3.II,Xa'ni-3.II,x̲a'ni-t,565
1057,ROOT;3.II,anwilt,NMLZ-be/do-3.II,an-wil-3.II,an-wil-t,763
1056,ROOT,anwil,NMLZ-be/do,an-wil,an-wil,763
566,ROOT;3PL.II,Ge'ndiit,chew-3PL.II,Ge'n-3PL.II,g̲e'n-diit,269
565,ROOT,Ge'n,chew,Ge'n,g̲e'n,269
546,ROOT;3.II,gwelkwt,dry-3.II,gwelkw-3.II,gwelkw-t,242
544,ROOT,gwelkw,dry,gwelkw,gwelkw,242
873,ROOT;TR;1SG.II,baGa'y,try.I-TR-1SG.II,baK-TR-1SG.II,bak̲-a-'y,599
871,ROOT;3.II,baKt,try.I-3.II,baK-3.II,bak̲-t,599
870,ROOT,baK,try.I,baK,bak̲,599
1039,ROOT,simaa'y,CAUS1-berry,si-maa'y,si-maa'y,748
1040,ROOT;1PL.II,simaa'yi'm,CAUS1-berry-1PL.II,si-maa'y-1PL.II,si-maa'y-'m,748
74,ROOT,'wii,bi,'wii,'wii,21
75,ROOT;PL,'wiidaX,big.PL,'wiidaX.PL,'wiidax̲,21
434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t,171
436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit,171
433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m,171
432,ROOT,ayukws,crest,ayukws,ayukws,171
1035,ROOT,ant'aahl,NMLZ-pick.berries,an-t'aahl,an-t'aahl,746
1036,ROOT;3.II,ant'aat,NMLZ-pick.berries-3.II,an-t'aahl-3.II,an-t'aahl-t,746
785,ROOT;3.II,ayukwst,get.dressed-3.II,ayukws-3.II,ayukws-t,489
784,ROOT,ayukws,get.dressed,ayukws,ayukws,489
296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m,100
297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t,100
294,ROOT,'mas,grow,'mes,'mas,100
299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m,100
380,ROOT,toost,belongings,toost,toost,151
381,ROOT;3PL.II,toosdiit,belongings-3PL.II,toost-3PL.II,toost-diit,151
450,ROOT,guslis,cross.child,guslis,guslis,174
451,ROOT;3PL.II,guslisdiit,cross.child-3PL.II,guslis-3PL.II,gwislis-diit,174
31,ROOT;3.II,nekst,spouse-3.II,neks-3.II,neks-t,7
30,ROOT;ATTR,neksim,spouse-ATTR,neks-ATTR,neks-m,7
28,ROOT,neks,spouse,neks,neks,7
68,ROOT;ATTR,loGa,rotten-ATTR,loK-ATTR,lok̲-a,17
67,ROOT,loK,rotten,loK,lok̲,17
588,ROOT;3.II,gipaykwt,fly-3.II,gipaykw-3.II,gipaykw-t,281
589,ROOT;3PL.II,gipaykwdiit,fly-3PL.II,gipaykw-3PL.II,gipaykw-diit,281
585,ROOT,gipaykw,fly,gipaykw,gipaykw,281
416,ROOT,t'aX,lake,t'aX,t'ax̲,166
419,ROOT;3.II,t'aXt,lake-3.II,t'aX-3.II,t'ax̲-t,166
1278,ROOT,hlgut'ihlxw,small-child.I,hlgu-t'ihlxw,hlgu-t'ihlxw,1024
1279,ROOT;1SG.II,gut'ihlxwi'y,small-child.I-1SG.II,hlgu-t'ihlxw-1SG.II,hlgu-t'ihlxw-'y,1024
481,ROOT,miyuxws,good.smell,miyuxws,miyuxws,195
482,ROOT;3.II,miyuxwst,good.smell-3.II,miyuxws-3.II,miyuxws-t,195
815,ROOT;3.II,ts'u'wint,tip.I-3.II,ts'u'win-3.II,ts'u'win-t,549
814,ROOT,ts'u'win,tip.I,ts'u'win,ts'u'win,549
826,ROOT;TR;3.II,ga'at,see.II-TR-3.II,ga'-TR-3.II,ga'-a-t,555
825,ROOT,ga',see.II,ga',ga',555
616,ROOT;3.II,sGoot,so.much-3.II,sGoo-3.II,sg̲oo-t,299
615,ROOT,sGoo,so.much,sGoo,sg̲oo,299
1107,ROOT,xsididaa'whl,out-COM-leave,xsi-di-daa'whl,xsi-di-daa'whl,827
1108,ROOT;3.II,xsididaa'whlt,out-COM-leave-3.II,xsi-di-daa'whl-3.II,xsi-di-daa'whl-t,827
265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol,86
269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m,86
270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit,86
264,ROOT,baX,run,baX,bax̲,86
266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t,86
1,ROOT;3.II,ayooKt,law-3.II,ayooK-3.II,ayook̲-t,0
2,ROOT;1PL.II,ayooGa'm,law-1PL.II,ayooK-1PL.II,ayook̲-'m,0
0,ROOT,ayooK,law,ayooK,ayook̲,0
467,ROOT;1SG.II,nigwoodi'y,father-1SG.II,nigwoot-1SG.II,nigwoot-'y,184
463,ROOT,nigwoot,father,nigwoot,nigwoot,184
466,ROOT;3PL.II,nigwootdiit,father-3PL.II,nigwoot-3PL.II,nigwoot-diit,184
1290,ROOT,suuhlo'o,away.II-appear,suu-hlo'o,suu-hlo'o,1038
1291,ROOT;3PL.II,suuhlo'odiit,away.II-appear-3PL.II,suu-hlo'o-3PL.II,suu-hlo'o-diit,1038
1234,ROOT;3PL.II,ayawaatxwdiit,shout-cry-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit,958
1232,ROOT,ayawaatxw,shout-cry,aya-waatxw,aya-waatxw,958
490,ROOT;PL;3PL.II,hishalaagaXdiit,laugh.PL-3PL.II,hishalaagaX.PL-3PL.II,hishalaagax̲-diit,201
487,ROOT,ts'ehlX,laugh,ts'ehlX,ts'ehlx̲,201
488,ROOT;PL,hishalaagaX,laugh.PL,hishalaagaX.PL,hishalaagax̲,201
448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t,173
445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit,173
442,ROOT,Goot,heart,Goot,g̲oot,173
447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y,173
443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t,173
446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n,173
527,ROOT;3.II,t'ekwt,twist-3.II,t'ekw-3.II,t'ekw-t,222
526,ROOT,t'ekw,twist,t'ekw,t'ekw,222
991,ROOT,an'ixw,NMLZ-line.fish,an-ixw,an-ixw,714
992,ROOT;3.II,an'ixwt,NMLZ-line.fish-3.II,an-ixw-3.II,an-ixw-t,714
62,ROOT;ATTR,ama,good-ATTR,am-ATTR,am-a,16
64,ROOT;PL;SX,am'amit,PL~good-SX,PL~am-SX,CVC~am-it,16
63,ROOT;3.II,amt,good-3.II,am-3.II,am-t,16
65,ROOT;PL;ATTR,am'ama,PL~good-ATTR,PL~am-ATTR,CVC~am-a,16
573,ROOT,do'o,chee,do'o,do'o,275
574,ROOT;3.II,do'ot,cheek-3.II,do'o-3.II,do'o-t,275
641,ROOT;1PL.II,hlooGo'm,wake.early-1PL.II,hlooK-1PL.II,hlook̲-'m,318
640,ROOT,hlooK,wake.early,hlooK,hlook̲,318
931,ROOT,yets,hit,yets,yets,665
932,ROOT;3.II,yetst,hit-3.II,yets-3.II,yets-t,665
891,ROOT;3PL.II,t'isdiit,hit.II-3PL.II,t'is-3PL.II,t'is-diit,622
890,ROOT,t'is,hit.II,t'is,t'is,622
335,ROOT,ts'axw,excel,ts'axw,ts'axw,125
336,ROOT;3PL.II,ts'axwdiit,excel-3PL.II,ts'axw-3PL.II,ts'axw-diit,125
735,ROOT,dukhlinX,drown,dukhlinX,dukhlinx̲,413
736,ROOT;3.II,dukhlinXt,drown-3.II,dukhlinX-3.II,dukhlinx̲-t,413
970,ROOT;3PL.II,sa'anjoKdiit,CAUS1-NMLZ-dwell-3PL.II,sa-'an-joK-3PL.II,sa-'an-jok̲-diit,699
969,ROOT,sa'anjoK,CAUS1-NMLZ-dwell,sa-'an-joK,sa-'an-jok̲,699
996,ROOT;3.II,bahlXant,straight-CAUS2-3.II,bahlX-in-3.II,bahlx̲-in-t,721
995,ROOT,bahlXin,straight-CAUS2,bahlX-in,bahlx̲-in,721
1128,ROOT;3.II,luu'nu'wt,in-die-3.II,luu-'nu'w-3.II,luu-'nu'w-t,853
1127,ROOT,luu'nu'w,in-die,luu-'nu'w,luu-'nu'w,853
938,ROOT,sa'apt'i,amongst,sa'apt'i,sa'apt'i,671
939,ROOT;3.II,sa'apt'it,amongst-3.II,sa'apt'i-3.II,sa'apt'i-t,671
89,ROOT;PL;3.II,jaXjoKt,PL~dwell-3.II,PL~joK-3.II,CVC~jok̲-t,25
85,ROOT;PL;SX,jaXjoGot,PL~dwell-SX,PL~joK-SX,CVC~jok̲-it,25
82,ROOT,joK,dwell,joK,jok̲,25
91,ROOT;PL;3PL.II,jaXjoKdiit,PL~dwell-3PL.II,PL~joK-3PL.II,CVC~jok̲-diit,25
84,ROOT;3.II,joKt,dwell-3.II,joK-3.II,jok̲-t,25
206,ROOT;3.II,aat'ikst,come-3.II,aat'iks-3.II,aat'iks-t,60
205,ROOT,aat'iks,come,aat'iks,aat'iks,60
599,ROOT,betl',plop,betl',betl',286
600,ROOT;ATTR,betl'a,plop-ATTR,betl'-ATTR,betl'-a,286
766,ROOT;3.II,ksisxwt,cede-3.II,ksisxw-3.II,ksisxw-t,452
765,ROOT,ksisxw,cede,ksisxw,ksisxw,452
627,ROOT;1PL.II,deli'm,fight-1PL.II,del-1PL.II,del-'m,304
626,ROOT,del,fight,del,del,304
105,ROOT;ATTR,helda,many-ATTR,helt-ATTR,helt-a,27
104,ROOT;3PL,heltda,many-3PL,helt-3PL,helt-da,27
106,ROOT;3.II,heltt,many-3.II,helt-3.II,helt-t,27
102,ROOT,helt,many,helt,helt,27
491,ROOT,Gan,tree,Gan,g̲an,202
492,ROOT;PL,GanGan,PL~tree,PL~Gan,g̲an~g̲an,202
986,ROOT,anhahla'lst,NMLZ-wor,an-hahla'lst,an-hahla'lst,711
987,ROOT;1SG.II,anhahla'lsdi'y,NMLZ-work-1SG.II,an-hahla'lst-1SG.II,an-hahla'lst-'y,711
834,ROOT;SX,k'i'yt,one.I-SX,k'i'y-SX,k'i'y-it,564
833,ROOT,k'i'y,one.I,k'i'y,k'i'y,564
301,ROOT;3.II,anooKt,allow-3.II,anooK-3.II,anook̲-t,105
300,ROOT,anooK,allow,anooK,anook̲,105
302,ROOT;1PL.II,anooGo'm,allow-1PL.II,anooK-1PL.II,anook̲-'m,105
677,ROOT,ts'o'oXs,shoes,ts'o'oXs,ts'o'ox̲s,346
678,ROOT;3PL.II,ts'o'oXsdiit,shoes-3PL.II,ts'o'oXs-3PL.II,ts'o'ox̲s-diit,346
1052,ROOT,ansdo'o,NMLZ-half,an-sdo'o,an-sdo'o,758
1053,ROOT;3.II,ansdo'ot,NMLZ-half-3.II,an-sdo'o-3.II,an-sdo'o-t,758
479,ROOT,etxw,call.out,etxw,etxw,192
480,ROOT;3PL.II,etxwdiit,call.out-3PL.II,etxw-3PL.II,etxw-diit,192
926,ROOT;3.II,uu'wt,invite-3.II,uu'w-3.II,uu'w-t,661
925,ROOT,uu'w,invite,uu'w,uu'w,661
770,ROOT;3.II,maGoont,headwaters-3.II,maGoon-3.II,mag̲oon-t,457
769,ROOT,maGoon,headwaters,maGoon,mag̲oon,457
1061,ROOT;3PL.II,anma'usdiit,NMLZ-play-3PL.II,an-ma'us-3PL.II,an-ma'us-diit,767
1060,ROOT,anma'us,NMLZ-play,an-ma'us,an-ma'us,767
334,ROOT;3.II,gatt,person-3.II,get-3.II,get-t,122
333,ROOT;ATTR,gedim,person-ATTR,get-ATTR,get-m,122
1122,ROOT;3.II,ha'niijoKt,INS-on.II-dwell-3.II,ha-'nii-joK-3.II,ha-'nii-jok̲-t,840
1121,ROOT,ha'niijoK,INS-on.II-dwell,ha-'nii-joK,ha-'nii-jok̲,840
1088,ROOT;TR;1PL.II,ts'iigwini'm,leak-CAUS2-TR-1PL.II,ts'iigw-in-TR-1PL.II,ts'iigw-in-i-'m,790
1087,ROOT,ts'iigwin,leak-CAUS2,ts'iigw-in,ts'iigw-in,790
846,ROOT;3PL.II,waatxwdiit,cry.I-3PL.II,waatxw-3PL.II,waatxw-diit,568
845,ROOT;3.II,waatxwt,cry.I-3.II,waatxw-3.II,waatxw-t,568
844,ROOT;SX,waatxwit,cry.I-SX,waatxw-SX,waatxw-it,568
281,ROOT,ixw,line.fish,ixw,ixw,91
282,ROOT;SX,iwit,line.fish-SX,ixw-SX,ixw-it,91
674,ROOT;1SG.II,ts'e'li'y,face-1SG.II,ts'e'l-1SG.II,ts'e'l-'y,344
673,ROOT,ts'e'l,face,ts'e'l,ts'e'l,344
1075,ROOT,siK'ap,CAUS1-part,si-K'ap,si-k̲'ap,778
1076,ROOT;3PL.II,saK'apdiit,CAUS1-part-3PL.II,si-K'ap-3PL.II,si-k̲'ap-diit,778
1027,ROOT,k'eeKin,flee-CAUS2,k'eeK-in,k'eek̲-in,743
1030,ROOT;PL;TR;1PL.II,huudini'm,flee.PL-CAUS2-TR-1PL.II,_,huut-in-i-'m,743
800,ROOT,Xsiks,fast.current,Xsiks,x̲siks,516
801,ROOT;3.II,Xsikst,fast.current-3.II,Xsiks-3.II,x̲siks-t,516
553,ROOT,twa'lixs,mi,twa'lixs,twa'lixs,255
554,ROOT;3.II,twa'lixst,mix-3.II,twa'lixs-3.II,twa'lixs-t,255
1177,ROOT;PL;3PL.II,gidiidoKdiit,halt-take.PL-3PL.II,gidii-doK.PL-3PL.II,gidii-dok̲-diit,904
1175,ROOT;PL,gidiidoK,halt-take.PL,gidii-doK.PL,gidii-dok̲,904
1251,ROOT,'nii'wa,on.II-find,'nii-'wa,'nii-'wa,982
1252,ROOT;3PL.II,'nii'wadiit,on.II-find-3PL.II,'nii-'wa-3PL.II,'nii-'wa-diit,982
378,ROOT;ATTR,ts'uusgim,be.small-ATTR,ts'uusx-ATTR,ts'uusk-m,150
379,ROOT;1SG.II,ts'uusgi'y,be.small-1SG.II,ts'uusx-1SG.II,ts'uusk-'y,150
101,ROOT;PL;3PL.II,wandiit,sit.PL-3PL.II,wen.PL-3PL.II,wan-diit,26
99,ROOT;PL;3.II,want,sit.PL-3.II,wen.PL-3.II,wan-t,26
96,ROOT;3.II,t'aat,sit-3.II,t'aa-3.II,t'aa-t,26
93,ROOT;PL,wan,sit.PL,wen.PL,wan,26
571,ROOT,aaK,mouth,aaK,aak̲,274
572,ROOT;3.II,aaKt,mouth-3.II,aaK-3.II,aak̲-t,274
1158,ROOT;1PL.II,Galts'ebi'm,container-village.people-1PL.II,Gal-ts'ep-1PL.II,g̲al-ts'ep-'m,887
1155,ROOT,Galts'ep,container-village.people,Gal-ts'ep,g̲al-ts'ep,887
911,ROOT;3.II,hapt,cover.I-3.II,hap-3.II,hap-t,646
912,ROOT;3PL.II,hapdiit,cover.I-3PL.II,hap-3PL.II,hap-diit,646
262,ROOT;3.II,lukwt,move.location-3.II,lukw-3.II,lukw-t,85
263,ROOT;3PL.II,lukwdiit,move.location-3PL.II,lukw-3PL.II,lukw-diit,85
1280,ROOT,gi'namhlguuhlxw,give-child.II,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw,1025
1281,ROOT;ATTR,gi'namhlxum,give-child.II-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m,1025
458,ROOT,is,pee,is,is,182
459,ROOT;3.II,ist,pee-3.II,is-3.II,is-t,182
1261,ROOT,sinhun,hunt.II-salmon,sin-hun,sin-hun,1005
1262,ROOT;SX,sinhunt,hunt.II-salmon-SX,sin-hun-SX,sin-hun-it,1005
708,ROOT,Ges,hair,Ges,g̲es,373
709,ROOT;3.II,Gest,hair-3.II,Ges-3.II,g̲es-t,373
1225,ROOT;3.II,an'aats'ipt,direction.of-door-3.II,anuu-aats'ip-3.II,anuu-aats'ip-t,946
1224,ROOT,anuuaats'ip,direction.of-door,anuu-aats'ip,anuu-aats'ip,946
189,ROOT;3.II,sim'oogitt,chief-3.II,sim'oogit-3.II,sim'oogit-t,57
188,ROOT,sim'oogit,chief,sim'oogit,sim'oogit,57
988,ROOT,kw'esin,break-CAUS2,kw'es-in,kw'es-in,713
990,ROOT;TR;1SG.II,kw'esini'y,break-CAUS2-TR-1SG.II,kw'es-in-TR-1SG.II,kw'es-in-i-'y,713
285,ROOT;3.II,waaxt,paddle-3.II,waax-3.II,waax-t,95
284,ROOT,waa,paddle,waa,waax,95
81,ROOT;3PL.II,aksdiit,water-3PL.II,aks-3PL.II,aks-diit,23
80,ROOT,aks,water,aks,aks,23
848,ROOT;3.II,wiyitxwt,cry.II-3.II,wiyitxw-3.II,wiyitxw-t,569
847,ROOT,wiyitxw,cry.II,wiyitxw,wiyitxw,569
947,ROOT;3.II,silkwt,middle-3.II,silkw-3.II,silkw-t,683
946,ROOT,silkw,middle,silkw,silkw,683
1282,ROOT,aXalgaX,lack.I-speech,aX-algaX,ax̲-algax̲,1027
1283,ROOT;1SG.II,aX'algaGa'y,lack.I-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y,1027
1151,ROOT,saalukw,away/off-move.location,saa-lukw,saa-lukw,882
1152,ROOT;3PL.II,saalukwdiit,away/off-move.location-3PL.II,saa-lukw-3PL.II,saa-lukw-diit,882
955,ROOT,siwa,CAUS1-name,si-we,si-wa,692
956,ROOT;TR;3.II,siwadit,CAUS1-name-TR-3.II,si-we-TR-3.II,si-wa-t-i-t,692
1145,ROOT,luusgi,in-lie.on,luu-sgi,luu-sgi,875
1146,ROOT;3.II,luusgit,in-lie.on-3.II,luu-sgi-3.II,luu-sgi-t,875
648,ROOT;3.II,mukwt,ripe-3.II,mukw-3.II,mukw-t,323
647,ROOT,mukw,ripe,mukw,mukw,323
123,ROOT;3.II,smaxt,bear-3.II,smex-3.II,smax-t,35
122,ROOT,sma,bear,sme,smax,35
314,ROOT;TR;3.II,gi'namit,give-TR-3.II,gi'nam-TR-3.II,gi'nam-i-t,108
313,ROOT;3PL.II,gi'namdiit,give-3PL.II,gi'nam-3PL.II,gi'nam-diit,108
311,ROOT,gi'nam,give,gi'nam,gi'nam,108
312,ROOT;3.II,gi'namt,give-3.II,gi'nam-3.II,gi'nam-t,108
1126,ROOT;1PL.II,ha'niijoGa'm,INS-on-dwell-1PL.II,ha-'nii-joK-1PL.II,ha-'nii-jok̲-'m,847
1125,ROOT,ha'niijoK,INS-on-dwell,ha-'nii-joK,ha-'nii-jok̲,847
414,ROOT;ATTR,baGadilim,two.HUM-ATTR,baGadil-ATTR,bag̲adil-m,165
412,ROOT;SX,baGadilt,two.HUM-SX,baGadil-SX,bag̲adil-it,165
415,ROOT;1PL.II,baGadili'm,two.HUM-1PL.II,baGadil-1PL.II,bag̲adil-'m,165
1068,ROOT,sianlayt'i,CAUS1-NMLZ-debar,si-an-layt'i,si-an-layt'ix,774
1069,ROOT;3PL.II,sa'anlayt'ixdiit,CAUS1-NMLZ-debark-3PL.II,si-an-layt'ix-3PL.II,si-an-layt'ix-diit,774
1180,ROOT,sGat'akw,blocking.way-twist,sGa-t'akw,sg̲a-t'akw,908
1181,ROOT;3.II,sGat'akwt,blocking.way-twist-3.II,sGa-t'akw-3.II,sg̲a-t'akw-t,908
195,ROOT;2SG.II,hen,say-2SG.II,he-2SG.II,he-n,58
193,ROOT;1PL.II,he'm,say-1PL.II,he-1PL.II,he-'m,58
190,ROOT,he,say,he,he,58
552,ROOT;3PL.II,Xsdaadiit,win-3PL.II,Xsdaa-3PL.II,x̲sdaa-diit,249
551,ROOT;3.II,Xsdaat,win-3.II,Xsdaa-3.II,x̲sdaa-t,249
748,ROOT,ts'ee'w,interior,ts'ee'w,ts'ee'w,435
749,ROOT;ATTR,ts'ee'wa,interior-ATTR,ts'ee'w-ATTR,ts'ee'w-a,435
968,ROOT;3.II,anjoKt,NMLZ-dwell-3.II,an-joK-3.II,an-jok̲-t,696
967,ROOT,anjoK,NMLZ-dwell,an-joK,an-jok̲,696
1248,ROOT;SX,laXyibit,on.I-land-SX,laX-yip-SX,lax̲-yip-it,980
1250,ROOT;3PL.II,laXyipdiit,on.I-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,980
1249,ROOT;1PL.II,laXyibi'm,on.I-land-1PL.II,laX-yip-1PL.II,lax̲-yip-'m,980
685,ROOT,giis,be.wron,giis,giis,354
686,ROOT;3PL.II,giisdiit,be.wrong-3PL.II,giis-3PL.II,giis-diit,354
1124,ROOT;3PL.II,tK'alhuksindiit,against-join.I-CAUS2-3PL.II,tK'al-huks-in-3PL.II,tk̲'al-huks-in-diit,841
1123,ROOT,tK'alhuksin,against-join.I-CAUS2,tK'al-huks-in,tk̲'al-huks-in,841
575,ROOT,guseeK,show,guseeK,guseek̲,276
578,ROOT;TR;3.II,guseeGat,show-TR-3.II,guseeK-TR-3.II,guseek̲-i-t,276
576,ROOT;PL,gwiiseeK,show.PL,gwiiseeK.PL,gwiiseek̲,276
579,ROOT;PL;3.II,gwiiseeKt,show.PL-3.II,gwiiseeK.PL-3.II,gwiiseek̲-t,276
1102,ROOT;3PL.II,gwiladindiit,blanket.I-CAUS2-3PL.II,gwila-in-3PL.II,gwila-in-diit,808
1101,ROOT,gwilain,blanket.I-CAUS2,gwila-in,gwila-in,808
1033,ROOT,asdin,PFX-heavy,a-sdin,a-sdin,745
1034,ROOT;3.II,asdint,PFX-heavy-3.II,a-sdin-3.II,a-sdin-t,745
1109,ROOT,saGaytGootin,together-heart-CAUS2,saGayt-Goot-in,sag̲ayt-g̲oot-in,828
1110,ROOT;3.II,saGaytGoodint,together-heart-CAUS2-3.II,saGayt-Goot-in-3.II,sag̲ayt-g̲oot-in-t,828
813,ROOT;3.II,ts'eext,be.full.II-3.II,ts'eex-3.II,ts'eex-t,546
812,ROOT,ts'ee,be.full.II,ts'ee,ts'eex,546
940,ROOT,a'laX,angry,a'laX,a'lax̲,674
941,ROOT;3.II,a'laXt,angry-3.II,a'laX-3.II,a'lax̲-t,674
1042,ROOT;3PL.II,didilsdiit,COM-live-3PL.II,di-dilst-3PL.II,di-dilst-diit,750
1041,ROOT,didilst,COM-live,di-dilst,di-dilst,750
916,ROOT;3.II,ga'at,see-3.II,ga'a-3.II,ga'a-t,656
915,ROOT,ga'a,see,ga'a,ga'a,656
1192,ROOT,lixsgat,strange-character,lixs-gat,lixs-gat,918
1193,ROOT;ATTR,lixsgadim,strange-character-ATTR,lixs-gat-ATTR,lixs-gat-m,918
740,ROOT;ATTR,wilksisxum,royal.child-ATTR,wilksisxw-ATTR,wilksisxw-m,420
739,ROOT,wilksisxw,royal.child,wilksisxw,wilksisxw,420
340,ROOT;TR;2SG.II,t'amin,mark-TR-2SG.II,t'am-TR-2SG.II,t'am-i-n,126
337,ROOT,t'am,mar,t'am,t'am,126
338,ROOT;3.II,t'amt,mark-3.II,t'am-3.II,t'am-t,126
232,ROOT,wilaa,know,halaa,wilaax,75
235,ROOT;3PL.II,wilaaxdiit,know-3PL.II,halaax-3PL.II,wilaax-diit,75
237,ROOT;TR;1SG.II,wilaayi'y,know-TR-1SG.II,halaax-TR-1SG.II,wilaax-i-'y,75
234,ROOT;3.II,wilaaxt,know-3.II,halaax-3.II,wilaax-t,75
1223,ROOT;3PL.II,laXyipdiit,on-land-3PL.II,laX-yip-3PL.II,lax̲-yip-diit,943
1221,ROOT;3.II,laXyipt,on-land-3.II,laX-yip-3.II,lax̲-yip-t,943
1220,ROOT;SX,laXyibit,on-land-SX,laX-yip-SX,lax̲-yip-it,943
1219,ROOT,laXyip,on-land,laX-yip,lax̲-yip,943
